"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"ALG01195","SAMN04040226","739","NP","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01196","SAMN04040226","340","vp35","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01197","SAMN04040226","326","vp40","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01198","SAMN04040226","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01199","SAMN04040226","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01200","SAMN04040226","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01201","SAMN04040226","288","vp30","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01202","SAMN04040226","251","vp24","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01203","SAMN04040226","2212","L","Homo sapiens","Liberia","blood","2014/11/28","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0380, partial genome"
"ALG01177","SAMN04040227","739","NP","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01178","SAMN04040227","340","vp35","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01179","SAMN04040227","326","vp40","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01180","SAMN04040227","676","GP-Spike","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01181","SAMN04040227","364","GP-Small","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01182","SAMN04040227","297","GP-Second","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01183","SAMN04040227","288","vp30","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01184","SAMN04040227","251","vp24","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01185","SAMN04040227","2212","L","Homo sapiens","Liberia","blood","2014/12/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0622, partial genome"
"ALG01879","SAMN04040228","739","NP","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01880","SAMN04040228","340","vp35","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01881","SAMN04040228","326","vp40","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01882","SAMN04040228","676","GP-Spike","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01883","SAMN04040228","364","GP-Small","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01884","SAMN04040228","297","GP-Second","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01885","SAMN04040228","281","vp30","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01886","SAMN04040228","251","vp24","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01887","SAMN04040228","2212","L","Homo sapiens","Liberia","blood","2014/12/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0707, partial genome"
"ALG01429","SAMN04040229","739","NP","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01430","SAMN04040229","340","vp35","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01431","SAMN04040229","326","vp40","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01432","SAMN04040229","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01433","SAMN04040229","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01434","SAMN04040229","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01435","SAMN04040229","288","vp30","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01436","SAMN04040229","251","vp24","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG01437","SAMN04040229","2212","L","Homo sapiens","Liberia","blood","2014/08/21","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10008, partial genome"
"ALG02095","SAMN04040230","739","NP","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02096","SAMN04040230","340","vp35","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02097","SAMN04040230","315","vp40","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02098","SAMN04040230","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02099","SAMN04040230","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02100","SAMN04040230","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02101","SAMN04040230","288","vp30","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02102","SAMN04040230","251","vp24","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG02103","SAMN04040230","2212","L","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10014, partial genome"
"ALG01222","SAMN04040231","739","NP","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01223","SAMN04040231","340","vp35","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01224","SAMN04040231","326","vp40","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01225","SAMN04040231","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01226","SAMN04040231","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01227","SAMN04040231","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01228","SAMN04040231","281","vp30","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01229","SAMN04040231","251","vp24","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01230","SAMN04040231","2212","L","Homo sapiens","Liberia","blood","2014/08/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10017, partial genome"
"ALG01213","SAMN04040232","739","NP","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01214","SAMN04040232","340","vp35","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01215","SAMN04040232","326","vp40","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01216","SAMN04040232","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01217","SAMN04040232","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01218","SAMN04040232","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01219","SAMN04040232","288","vp30","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01220","SAMN04040232","251","vp24","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01221","SAMN04040232","2175","L","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10020, partial genome"
"ALG01600","SAMN04040233","739","NP","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01601","SAMN04040233","340","vp35","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01602","SAMN04040233","326","vp40","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01603","SAMN04040233","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01604","SAMN04040233","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01605","SAMN04040233","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01606","SAMN04040233","281","vp30","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01607","SAMN04040233","251","vp24","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01608","SAMN04040233","2212","L","Homo sapiens","Liberia","blood","2014/08/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10021, partial genome"
"ALG01987","SAMN04040234","739","NP","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01988","SAMN04040234","340","vp35","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01989","SAMN04040234","326","vp40","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01990","SAMN04040234","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01991","SAMN04040234","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01992","SAMN04040234","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01993","SAMN04040234","288","vp30","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01994","SAMN04040234","251","vp24","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01995","SAMN04040234","2212","L","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10022, partial genome"
"ALG01420","SAMN04040235","739","NP","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01421","SAMN04040235","340","vp35","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01422","SAMN04040235","326","vp40","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01423","SAMN04040235","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01424","SAMN04040235","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01425","SAMN04040235","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01426","SAMN04040235","288","vp30","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01427","SAMN04040235","251","vp24","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01428","SAMN04040235","2212","L","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10025, partial genome"
"ALG01681","SAMN04040236","739","NP","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01682","SAMN04040236","340","vp35","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01683","SAMN04040236","326","vp40","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01684","SAMN04040236","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01685","SAMN04040236","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01686","SAMN04040236","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01687","SAMN04040236","288","vp30","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01688","SAMN04040236","251","vp24","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01689","SAMN04040236","2208","L","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10026, partial genome"
"ALG01231","SAMN04040237","739","NP","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10027, partial genome"
"ALG01232","SAMN04040237","340","vp35","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10027, partial genome"
"ALG01233","SAMN04040237","326","vp40","Homo sapiens","Liberia","blood","2014/08/16","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10027, partial genome"
